NO2,Proximity_to_Industrial_Areas,Air Quality
28.3,8.0,Poor
24.8,6.7,Moderate
26.9,5.6,Moderate
51.8,3.3,Hazardous
15.1,11.5,Good
16.9,11.3,Good
11.4,10.2,Good
21.7,6.5,Moderate
14.5,11.2,Good
40.1,3.4,Poor
33.6,5.6,Moderate
24.1,10.9,Good
19.3,10.4,Good
24.2,6.4,Moderate
19.9,11.1,Good
25.0,3.5,Poor
17.9,11.1,Good
33.0,5.2,Moderate
33.4,6.6,Moderate
38.4,3.3,Hazardous
26.414375678610206,4.0,Poor
25.4,10.3,Moderate
33.4,5.0,Poor
18.2,10.4,Good
38.8,4.1,Poor
30.6,3.8,Poor
29.5,2.5,Hazardous
34.4,6.4,Moderate
46.8,3.0,Hazardous
26.414375678610206,4.6,Hazardous
38.1,3.4,Poor
42.4,5.6,Poor
26.6,5.5,Moderate
21.1,10.4,Good
30.8,6.2,Moderate
43.4,8.4,Hazardous
18.0,10.3,Good
23.6,12.0,Good
19.5,5.2,Moderate
26.414375678610206,11.0,Good
37.1,3.4,Hazardous
36.6,8.4,Poor
15.8,10.3,Good
16.7,13.6,Good
22.1,11.1,Good
15.9,12.3,Good
16.1,10.3,Good
19.3,5.9,Moderate
23.4,11.1,Good
26.4,11.3,Good
21.2,5.7,Moderate
26.414375678610206,4.5,Poor
30.0,5.9,Poor
26.414375678610206,13.7,Good
16.8,13.1,Good
30.0,6.8,Moderate
43.9,7.7,Hazardous
26.414375678610206,5.1,Moderate
31.2,4.4,Poor
15.3,13.3,Good
30.5,5.3,Poor
23.1,10.6,Good
13.6,15.0,Good
15.0,14.7,Good
32.2,6.6,Poor
26.2,5.6,Moderate
32.6,5.6,Moderate
26.6,14.7,Good
36.7,6.9,Poor
33.2,14.0,Poor
20.3,8.5,Moderate
37.1,4.4,Poor
29.8,6.3,Moderate
26.414375678610206,7.1,Moderate
26.414375678610206,10.3,Good
13.0,10.7,Good
27.8,4.9,Poor
26.414375678610206,3.9,Poor
19.9,5.1,Moderate
19.0,10.1,Good
25.7,10.7,Good
17.9,15.4,Good
20.8,12.6,Good
17.4,10.6,Good
41.6,4.4,Poor
24.4,13.1,Good
43.4,9.0,Poor
46.9,2.8,Hazardous
21.5,11.0,Good
18.7,10.7,Good
26.3,5.2,Moderate
31.0,4.3,Poor
19.1,12.5,Good
15.3,10.6,Good
40.4,4.7,Poor
18.5,5.4,Moderate
26.414375678610206,5.0,Poor
23.7,12.2,Good
20.9,14.4,Good
26.6,11.2,Good
28.0,12.3,Good
30.8,13.5,Good
26.1,21.7,Good
25.6,6.7,Poor
35.3,5.3,Poor
43.7,8.2,Poor
26.414375678610206,12.5,Good
24.2,17.7,Good
19.5,10.1,Good
29.3,4.2,Poor
22.2,11.1,Good
28.5,12.3,Good
19.3,10.7,Good
19.7,14.3,Good
27.1,10.9,Good
31.9,5.5,Poor
26.414375678610206,5.8,Hazardous
24.0,12.2,Good
37.5,3.0,Hazardous
13.7,12.0,Good
26.414375678610206,5.8,Moderate
21.0,10.5,Good
19.4,11.0,Good
32.7,4.0,Poor
28.6,14.6,Moderate
41.9,2.9,Hazardous
35.5,3.4,Poor
26.414375678610206,13.7,Good
21.1,10.1,Good
36.9,4.3,Poor
24.0,3.8,Poor
34.4,3.7,Poor
20.8,11.1,Good
38.3,6.4,Poor
32.2,6.6,Moderate
31.0,7.2,Moderate
45.6,5.5,Hazardous
30.3,7.9,Poor
26.414375678610206,5.6,Moderate
19.0,11.3,Good
38.4,6.2,Poor
36.9,3.6,Hazardous
26.414375678610206,4.1,Poor
49.9,7.0,Hazardous
30.5,3.4,Poor
29.4,11.9,Moderate
15.1,11.7,Good
19.5,14.7,Good
16.8,16.8,Good
23.3,12.0,Good
30.9,7.7,Moderate
14.6,6.8,Poor
41.3,7.3,Moderate
28.9,8.5,Moderate
44.6,3.7,Poor
29.2,6.0,Moderate
41.0,3.6,Poor
23.4,12.6,Good
47.4,5.5,Hazardous
23.6,5.2,Moderate
38.1,3.5,Poor
24.1,5.1,Moderate
23.0,6.2,Moderate
19.5,12.6,Good
26.0,10.9,Good
23.1,7.5,Moderate
38.5,3.0,Hazardous
30.2,5.3,Poor
29.6,7.1,Moderate
33.2,4.7,Poor
32.7,4.0,Poor
21.4,11.6,Good
30.0,6.7,Moderate
23.9,9.6,Moderate
24.4,12.6,Good
13.3,10.1,Good
16.6,11.3,Good
20.0,14.4,Good
29.1,3.5,Poor
20.3,9.0,Moderate
26.7,7.0,Moderate
12.0,12.7,Good
21.4,5.1,Moderate
33.5,4.1,Hazardous
12.1,13.9,Good
16.5,11.0,Good
23.5,13.2,Poor
17.7,10.9,Good
26.414375678610206,8.2,Hazardous
25.6,4.7,Poor
26.0,6.1,Moderate
23.4,10.8,Good
25.1,5.4,Moderate
29.4,5.3,Moderate
33.4,5.0,Moderate
20.2,6.3,Moderate
20.4,5.8,Moderate
25.2,8.3,Moderate
30.8,10.0,Moderate
43.7,6.3,Hazardous
26.414375678610206,6.2,Moderate
26.7,12.3,Good
26.2,10.4,Good
30.3,5.2,Moderate
40.4,3.2,Hazardous
20.9,3.7,Poor
25.4,12.3,Good
32.5,6.2,Poor
22.9,19.2,Good
39.5,5.6,Poor
26.5,10.8,Good
35.0,5.1,Hazardous
33.2,4.5,Poor
30.7,4.7,Hazardous
29.2,5.0,Moderate
26.414375678610206,10.8,Good
18.3,10.4,Good
33.5,6.0,Moderate
25.0,10.7,Good
14.3,10.7,Good
33.7,5.7,Poor
14.1,10.1,Good
15.6,12.1,Good
26.414375678610206,5.5,Poor
28.5,10.2,Good
28.3,10.9,Good
37.0,3.0,Hazardous
43.0,4.8,Poor
27.7,5.2,Moderate
29.5,6.9,Moderate
24.9,4.4,Poor
24.7,5.0,Moderate
26.414375678610206,5.0,Poor
26.414375678610206,7.6,Moderate
23.9,5.2,Moderate
21.2,10.2,Good
29.6,6.9,Moderate
26.414375678610206,11.3,Good
20.1,10.3,Good
14.5,10.2,Good
27.1,6.4,Moderate
18.8,6.0,Moderate
21.9,10.3,Good
15.4,12.7,Good
16.1,11.1,Good
29.0,10.3,Moderate
26.414375678610206,7.7,Moderate
23.5,11.2,Good
39.6,6.1,Poor
14.5,11.5,Good
26.414375678610206,5.2,Moderate
18.8,17.1,Good
33.0,3.4,Poor
34.1,4.5,Poor
34.5,5.8,Hazardous
14.6,15.9,Good
24.3,13.6,Good
18.9,10.6,Good
33.0,8.1,Poor
16.1,11.8,Good
14.8,10.1,Good
39.1,5.9,Poor
11.9,10.2,Good
26.414375678610206,16.9,Good
37.6,5.4,Poor
26.414375678610206,9.1,Moderate
12.3,12.0,Good
24.6,5.1,Moderate
44.4,3.9,Hazardous
35.6,4.2,Poor
28.8,10.1,Good
43.3,5.2,Hazardous
20.8,10.4,Moderate
24.8,10.9,Good
18.0,11.5,Good
44.6,5.2,Hazardous
43.5,4.0,Hazardous
21.5,10.8,Good
25.6,6.5,Moderate
39.0,3.3,Poor
26.414375678610206,9.8,Poor
25.0,9.9,Moderate
37.1,5.1,Poor
41.7,4.3,Hazardous
25.6,11.9,Good
21.2,13.0,Good
21.9,5.1,Moderate
22.2,11.3,Good
27.4,5.9,Moderate
23.1,15.9,Good
26.2,11.9,Good
33.9,5.3,Poor
22.8,6.9,Moderate
21.9,10.3,Good
30.8,3.4,Hazardous
28.2,6.9,Moderate
23.1,3.9,Poor
26.1,8.3,Moderate
23.9,11.3,Good
26.1,11.3,Good
48.4,5.2,Poor
26.9,14.5,Good
32.8,7.5,Moderate
19.4,13.0,Good
34.7,4.5,Poor
26.414375678610206,9.1,Poor
41.4,3.7,Poor
16.9,16.0,Good
24.8,5.1,Moderate
18.7,10.4,Good
20.3,13.0,Good
16.0,11.1,Good
20.6,10.8,Good
18.2,11.9,Good
21.8,6.3,Poor
20.7,5.4,Poor
16.8,11.6,Good
30.6,3.4,Poor
21.4,21.5,Good
26.5,6.9,Moderate
12.5,11.0,Good
20.0,13.3,Good
26.9,11.6,Moderate
31.4,5.0,Moderate
23.1,6.0,Moderate
29.4,6.5,Moderate
43.2,3.0,Hazardous
29.1,6.8,Poor
17.7,10.2,Good
22.7,2.6,Hazardous
21.5,12.2,Good
16.3,8.0,Moderate
33.0,3.9,Poor
28.5,12.1,Moderate
32.6,7.2,Poor
46.8,4.3,Hazardous
20.9,10.5,Good
28.8,4.8,Hazardous
26.414375678610206,10.4,Good
20.4,10.5,Good
26.414375678610206,3.4,Hazardous
32.0,7.4,Moderate
41.2,3.9,Poor
28.1,6.6,Moderate
26.8,3.7,Poor
44.0,7.5,Hazardous
36.3,5.3,Poor
22.0,10.8,Good
32.1,6.4,Poor
13.9,12.2,Good
26.9,10.3,Good
19.5,10.4,Good
10.5,10.5,Good
17.6,16.5,Good
26.414375678610206,3.5,Poor
35.8,11.8,Poor
14.0,10.6,Good
25.4,12.5,Good
15.1,15.8,Good
15.4,11.2,Good
24.1,7.3,Poor
30.5,3.7,Hazardous
35.4,4.6,Hazardous
13.4,10.9,Good
25.5,11.7,Good
20.8,6.4,Moderate
31.1,5.1,Moderate
26.414375678610206,4.0,Hazardous
29.6,6.1,Hazardous
19.4,10.6,Good
17.9,13.4,Good
27.5,7.3,Moderate
34.0,5.5,Moderate
45.2,2.8,Hazardous
27.7,10.7,Good
25.1,11.2,Good
28.4,10.2,Good
26.414375678610206,6.4,Moderate
23.5,5.6,Moderate
33.9,4.4,Poor
22.3,12.8,Good
29.2,7.0,Moderate
26.414375678610206,12.2,Good
41.4,10.0,Hazardous
26.0,11.1,Good
13.5,11.5,Good
27.8,14.2,Good
23.1,6.4,Poor
26.1,10.2,Good
16.6,10.8,Good
27.0,5.0,Moderate
27.7,3.4,Poor
26.6,10.8,Good
31.4,6.8,Moderate
23.6,3.8,Poor
24.1,8.2,Moderate
25.5,12.0,Good
19.8,5.2,Poor
26.414375678610206,11.0,Good
32.7,5.8,Moderate
21.6,10.1,Good
18.9,11.8,Good
14.9,10.1,Good
21.3,10.1,Moderate
14.5,12.9,Good
36.9,7.1,Poor
34.5,6.8,Poor
30.3,3.9,Hazardous
31.1,3.7,Poor
14.0,11.1,Good
21.9,11.3,Good
17.9,10.1,Good
38.8,6.3,Poor
23.0,5.5,Moderate
20.0,11.0,Good
15.0,13.6,Good
39.0,6.2,Hazardous
32.4,3.4,Poor
16.9,11.9,Good
41.3,3.0,Hazardous
17.5,15.2,Good
19.1,10.3,Good
31.2,5.2,Moderate
17.1,11.1,Good
26.414375678610206,5.3,Moderate
32.5,5.6,Poor
13.9,10.3,Good
26.414375678610206,17.8,Good
39.6,3.4,Hazardous
13.5,11.7,Good
13.1,10.6,Good
12.0,13.7,Good
20.9,7.7,Moderate
36.2,7.1,Poor
22.6,18.4,Good
38.8,3.4,Poor
24.0,12.5,Good
26.414375678610206,6.1,Moderate
33.0,6.3,Moderate
39.5,3.2,Hazardous
24.2,8.0,Poor
15.1,12.4,Good
17.8,14.7,Good
22.6,10.1,Good
26.6,11.9,Good
37.1,3.5,Hazardous
23.8,12.8,Good
19.3,6.9,Moderate
25.7,10.2,Good
39.8,4.4,Poor
26.414375678610206,8.7,Moderate
27.2,5.2,Poor
11.2,13.4,Good
18.1,10.2,Good
29.1,11.5,Moderate
23.1,10.5,Good
27.7,7.5,Moderate
32.1,3.2,Hazardous
45.6,3.8,Poor
26.414375678610206,7.3,Moderate
18.5,17.1,Good
15.8,12.4,Good
37.6,4.6,Poor
42.6,4.4,Poor
37.0,5.6,Poor
26.3,14.8,Good
18.2,14.3,Good
26.414375678610206,10.1,Good
29.9,4.8,Poor
26.414375678610206,6.0,Moderate
24.5,7.5,Moderate
20.3,10.1,Good
26.9,6.6,Moderate
22.7,6.4,Moderate
25.1,7.2,Moderate
28.2,8.4,Moderate
40.3,4.2,Poor
14.8,14.0,Good
25.2,11.3,Good
18.2,10.4,Good
26.414375678610206,10.1,Good
24.0,5.8,Moderate
26.1,7.4,Moderate
21.4,9.6,Moderate
15.3,10.2,Good
35.1,5.1,Poor
46.5,8.5,Hazardous
33.6,5.5,Moderate
30.0,5.0,Moderate
26.414375678610206,10.3,Good
19.6,14.2,Good
24.9,5.8,Moderate
26.414375678610206,5.2,Poor
25.7,5.4,Moderate
29.3,6.9,Moderate
34.8,5.4,Poor
21.9,10.2,Good
27.5,5.6,Moderate
22.5,8.6,Moderate
13.9,11.0,Good
23.6,5.1,Moderate
18.7,10.3,Good
25.2,5.4,Poor
26.4,11.0,Good
41.7,8.1,Poor
40.0,4.1,Poor
14.4,10.3,Good
26.4,7.7,Poor
42.7,7.6,Poor
21.4,12.3,Good
15.9,5.5,Moderate
36.6,4.0,Hazardous
17.4,13.8,Good
30.8,7.6,Moderate
19.3,5.8,Moderate
39.0,4.1,Hazardous
18.1,10.3,Good
32.2,9.3,Moderate
26.414375678610206,10.3,Good
26.414375678610206,3.6,Poor
22.3,10.2,Good
35.0,5.2,Poor
17.3,10.0,Good
23.2,5.3,Moderate
27.8,5.6,Moderate
20.1,14.5,Good
18.4,11.0,Good
16.7,11.4,Good
16.5,11.1,Good
21.2,16.0,Good
22.1,10.4,Good
50.1,5.1,Hazardous
24.0,6.6,Moderate
11.7,11.6,Good
31.0,5.9,Moderate
14.5,10.3,Good
26.414375678610206,6.6,Poor
31.3,16.2,Moderate
33.5,5.6,Moderate
26.414375678610206,6.5,Moderate
25.6,10.2,Good
24.2,11.1,Good
33.4,4.9,Hazardous
14.5,5.1,Moderate
31.2,5.9,Moderate
20.9,10.6,Good
20.1,10.3,Moderate
23.1,5.9,Moderate
26.414375678610206,5.1,Moderate
28.7,7.5,Moderate
26.414375678610206,10.5,Good
25.1,6.3,Moderate
28.9,5.6,Moderate
15.3,12.4,Good
23.7,10.7,Good
34.0,3.2,Hazardous
28.3,9.9,Moderate
14.8,11.0,Good
26.414375678610206,10.5,Good
19.5,11.4,Good
23.1,10.1,Good
22.1,11.5,Good
23.4,19.4,Moderate
26.414375678610206,6.8,Moderate
26.414375678610206,11.9,Good
46.9,6.8,Poor
26.9,12.2,Good
30.4,5.2,Moderate
14.8,12.5,Good
19.9,10.6,Good
18.1,7.9,Moderate
22.0,12.5,Good
37.6,3.6,Poor
20.4,11.5,Good
28.5,12.2,Good
31.4,5.6,Moderate
22.2,5.3,Moderate
29.7,5.9,Moderate
37.0,5.3,Moderate
19.2,10.3,Good
22.5,10.9,Good
26.5,5.1,Moderate
22.3,13.5,Good
33.8,5.3,Moderate
16.1,11.6,Good
26.414375678610206,5.3,Moderate
38.1,3.7,Poor
52.1,3.3,Hazardous
30.6,5.8,Moderate
24.7,12.4,Good
47.4,5.1,Poor
13.5,10.2,Good
23.6,11.4,Good
28.9,8.9,Moderate
27.2,11.3,Good
29.5,8.3,Moderate
21.6,11.5,Good
23.0,6.9,Moderate
26.414375678610206,3.4,Poor
26.414375678610206,4.2,Poor
14.8,12.8,Good
38.8,2.7,Hazardous
25.1,12.5,Good
19.3,10.1,Good
23.7,12.2,Good
34.5,8.7,Poor
46.1,3.6,Poor
34.2,7.5,Moderate
17.7,13.2,Good
21.1,5.5,Moderate
27.6,3.7,Poor
19.9,10.8,Good
29.8,4.0,Poor
25.0,11.4,Good
19.5,11.8,Good
27.6,6.5,Moderate
24.6,10.1,Good
26.3,5.4,Moderate
50.4,2.9,Hazardous
34.3,4.9,Poor
26.414375678610206,7.6,Hazardous
26.7,5.9,Moderate
25.3,7.3,Moderate
36.7,5.7,Poor
11.9,13.9,Good
20.3,10.0,Good
34.0,3.4,Poor
26.6,5.3,Poor
39.9,15.5,Poor
34.0,3.5,Hazardous
28.7,5.1,Moderate
35.0,5.6,Poor
15.1,12.0,Good
28.5,3.9,Poor
21.8,19.7,Good
18.3,12.2,Good
20.4,10.5,Good
31.1,5.1,Moderate
24.5,5.3,Moderate
26.414375678610206,16.5,Good
19.7,3.3,Poor
28.0,6.3,Poor
15.5,11.5,Good
28.4,6.0,Moderate
24.0,5.9,Moderate
36.5,9.0,Poor
24.4,11.3,Good
29.0,5.6,Moderate
26.414375678610206,10.0,Good
13.3,10.0,Good
24.6,15.8,Good
26.414375678610206,8.6,Hazardous
27.7,5.1,Poor
11.5,10.2,Good
22.8,12.0,Good
29.4,11.0,Moderate
18.8,5.1,Moderate
22.3,10.8,Good
39.0,5.1,Poor
33.8,5.5,Poor
28.8,7.6,Moderate
37.6,2.6,Hazardous
17.1,5.7,Moderate
22.5,6.1,Moderate
31.4,5.8,Moderate
24.2,8.9,Moderate
16.6,11.6,Good
15.6,10.2,Good
16.6,10.2,Good
19.7,11.2,Good
35.6,3.3,Poor
36.1,4.6,Poor
27.2,5.6,Moderate
26.414375678610206,11.7,Good
31.1,4.7,Poor
18.5,10.1,Good
30.5,3.9,Poor
29.0,4.2,Poor
25.2,5.3,Moderate
24.6,5.2,Poor
25.3,11.3,Good
29.4,6.1,Moderate
51.6,2.6,Hazardous
19.0,14.8,Good
15.0,12.0,Good
55.2,2.5,Hazardous
15.7,10.3,Good
22.0,6.1,Moderate
22.4,11.2,Good
30.7,16.6,Moderate
30.6,6.0,Moderate
23.8,10.1,Good
19.0,6.3,Poor
26.414375678610206,7.1,Moderate
28.4,6.9,Moderate
16.6,10.6,Good
23.1,15.0,Good
26.414375678610206,8.2,Poor
21.8,14.0,Good
25.2,17.2,Good
22.1,15.4,Good
25.0,10.0,Good
14.7,11.2,Good
28.0,7.8,Moderate
23.0,9.1,Moderate
25.2,10.6,Good
19.5,6.4,Moderate
46.0,8.2,Hazardous
19.0,7.1,Moderate
14.2,18.7,Good
24.9,13.5,Good
35.3,3.3,Hazardous
33.6,3.0,Hazardous
25.4,6.3,Moderate
14.3,10.7,Good
33.0,3.8,Poor
19.6,18.2,Good
13.2,10.5,Good
14.7,11.3,Good
35.3,7.2,Poor
25.2,11.3,Good
32.5,4.5,Poor
36.8,3.5,Poor
19.7,5.2,Moderate
35.5,2.7,Hazardous
13.8,7.4,Moderate
26.7,7.3,Moderate
20.2,12.5,Good
30.0,6.1,Moderate
27.9,3.4,Poor
26.414375678610206,4.9,Poor
22.6,5.4,Moderate
26.414375678610206,5.8,Poor
25.7,11.2,Good
32.0,7.9,Moderate
11.6,11.2,Good
21.5,10.8,Good
20.9,10.1,Good
23.8,10.5,Good
27.7,8.4,Poor
12.1,10.2,Good
13.7,10.1,Good
25.2,12.1,Good
35.9,3.6,Poor
24.2,5.1,Moderate
19.4,10.1,Good
17.9,5.5,Moderate
27.4,6.4,Moderate
21.7,10.2,Good
31.7,7.0,Moderate
26.414375678610206,13.2,Good
17.1,13.7,Good
30.5,4.3,Poor
23.3,10.0,Good
28.9,2.7,Hazardous
22.3,12.2,Good
25.7,8.0,Moderate
11.7,19.3,Good
15.7,11.9,Good
51.5,3.0,Hazardous
15.9,10.0,Good
24.7,12.0,Good
26.414375678610206,10.4,Good
25.8,17.8,Good
33.9,8.7,Moderate
32.2,6.8,Poor
40.9,2.6,Hazardous
21.0,6.6,Moderate
26.414375678610206,6.2,Moderate
26.414375678610206,11.2,Good
15.1,7.4,Moderate
32.8,9.0,Moderate
11.8,12.0,Good
23.3,5.2,Moderate
16.1,5.5,Moderate
13.0,10.5,Good
21.0,6.3,Moderate
23.9,5.5,Poor
24.6,13.2,Good
28.0,4.4,Poor
35.2,4.3,Poor
13.6,10.0,Good
13.6,12.1,Good
25.5,6.0,Poor
27.7,12.4,Good
21.1,10.7,Good
30.7,4.1,Poor
40.1,6.5,Poor
41.2,5.8,Hazardous
33.6,4.9,Hazardous
26.6,5.7,Moderate
35.1,2.7,Hazardous
26.6,5.4,Moderate
16.9,14.1,Good
27.0,7.8,Moderate
26.2,5.9,Moderate
21.3,5.2,Moderate
24.3,5.6,Moderate
17.7,10.9,Good
20.3,10.1,Good
23.0,16.8,Good
23.2,5.6,Moderate
17.5,19.7,Good
39.8,9.0,Poor
27.7,6.3,Moderate
32.4,7.3,Moderate
16.0,10.1,Good
39.7,2.8,Hazardous
28.0,9.4,Moderate
21.2,13.1,Good
14.7,11.0,Good
23.3,10.4,Good
22.5,6.9,Moderate
35.2,4.7,Hazardous
26.9,5.8,Moderate
32.5,10.7,Poor
39.7,3.3,Hazardous
26.7,4.6,Poor
35.3,5.8,Moderate
31.5,5.2,Moderate
26.6,6.6,Moderate
45.7,4.1,Hazardous
43.1,5.8,Hazardous
26.9,3.4,Poor
43.9,5.3,Hazardous
37.9,7.2,Moderate
29.7,6.4,Moderate
25.8,5.2,Moderate
26.414375678610206,6.2,Moderate
26.414375678610206,7.6,Moderate
18.1,9.6,Moderate
12.7,12.2,Good
34.7,6.4,Moderate
17.1,11.7,Good
28.4,6.4,Moderate
19.7,7.2,Moderate
18.1,5.8,Moderate
50.8,2.8,Hazardous
18.0,10.2,Good
21.7,8.2,Moderate
32.1,4.8,Poor
24.4,5.1,Moderate
24.2,6.2,Poor
37.6,3.7,Poor
42.4,3.5,Hazardous
22.3,10.1,Good
36.4,7.9,Moderate
17.9,7.9,Moderate
37.5,2.8,Hazardous
33.3,7.9,Hazardous
17.8,11.3,Good
25.1,4.6,Poor
13.3,14.8,Good
17.2,13.3,Good
26.414375678610206,11.7,Moderate
27.8,5.2,Moderate
25.7,10.1,Good
15.1,11.8,Good
32.2,5.8,Poor
44.0,5.1,Poor
33.4,4.4,Hazardous
13.5,12.3,Good
15.3,10.2,Good
15.0,10.2,Good
14.0,11.3,Good
32.9,7.0,Moderate
25.0,6.7,Moderate
26.2,11.1,Good
11.8,10.1,Good
23.1,11.4,Good
21.1,5.7,Moderate
28.9,6.4,Moderate
19.5,10.5,Good
31.4,4.0,Poor
23.9,13.4,Good
23.1,10.6,Good
22.4,11.8,Good
10.7,10.2,Good
32.7,4.7,Poor
20.1,5.7,Moderate
24.3,7.8,Moderate
30.1,9.8,Poor
17.6,9.2,Moderate
25.0,5.1,Moderate
44.6,3.1,Hazardous
33.7,6.1,Moderate
21.3,10.5,Good
26.414375678610206,3.5,Poor
25.1,10.2,Good
18.9,9.6,Moderate
13.2,14.3,Good
22.6,13.5,Good
27.2,17.1,Moderate
26.414375678610206,10.6,Good
29.7,7.9,Poor
15.6,11.0,Good
24.4,6.0,Moderate
26.414375678610206,11.9,Poor
26.414375678610206,14.3,Poor
19.2,11.5,Good
22.7,17.2,Good
35.0,5.5,Poor
26.414375678610206,14.6,Good
23.1,10.1,Good
26.414375678610206,10.2,Good
35.3,3.5,Hazardous
22.9,7.6,Moderate
19.7,5.2,Moderate
20.6,5.0,Moderate
17.6,12.1,Good
26.1,5.6,Moderate
13.0,12.2,Good
18.2,12.3,Moderate
17.6,11.1,Good
34.3,4.1,Hazardous
35.8,4.5,Poor
16.9,10.5,Good
18.4,10.3,Good
25.6,6.2,Moderate
32.1,10.0,Moderate
39.0,4.4,Poor
21.0,5.3,Moderate
27.8,3.6,Hazardous
32.5,5.7,Moderate
12.9,10.7,Good
10.8,14.2,Good
47.2,4.1,Hazardous
24.5,10.9,Good
15.8,10.6,Good
22.4,9.6,Moderate
30.1,8.1,Hazardous
40.5,9.0,Poor
36.7,3.4,Poor
46.7,9.5,Hazardous
35.9,3.4,Hazardous
16.0,13.4,Good
44.6,6.7,Poor
22.3,16.0,Moderate
22.9,11.0,Good
27.5,4.7,Poor
46.5,5.4,Hazardous
29.2,13.4,Moderate
24.2,4.9,Hazardous
23.6,13.3,Good
30.5,5.0,Hazardous
24.9,10.7,Good
24.6,11.1,Good
21.4,6.2,Moderate
26.414375678610206,11.9,Good
23.9,5.8,Moderate
30.8,5.7,Poor
22.0,9.6,Moderate
26.1,10.3,Good
29.7,5.6,Moderate
22.0,11.2,Good
47.7,5.2,Poor
26.414375678610206,7.2,Moderate
54.1,5.2,Hazardous
29.5,9.0,Moderate
24.7,13.2,Good
16.4,13.0,Good
25.0,8.6,Poor
31.1,6.6,Poor
22.4,6.0,Moderate
34.9,9.1,Poor
22.7,12.5,Good
25.5,7.6,Moderate
19.6,15.3,Good
35.9,5.5,Poor
25.2,11.8,Good
15.8,11.3,Good
21.9,5.2,Moderate
27.9,5.0,Poor
32.9,3.3,Hazardous
15.7,10.2,Good
24.2,12.5,Good
46.1,3.4,Hazardous
40.1,10.4,Poor
27.9,10.0,Good
33.2,3.9,Hazardous
26.414375678610206,14.2,Good
26.414375678610206,10.7,Good
35.2,2.8,Hazardous
32.0,10.5,Poor
27.1,9.7,Moderate
32.3,3.3,Poor
32.3,4.8,Poor
19.5,7.2,Poor
34.1,5.3,Moderate
26.414375678610206,8.1,Moderate
42.7,3.1,Hazardous
39.4,4.6,Poor
18.8,10.3,Good
11.3,14.4,Good
13.3,15.4,Good
11.9,10.2,Good
20.2,14.9,Good
25.5,5.5,Moderate
41.8,6.9,Hazardous
30.8,3.5,Poor
28.8,5.5,Moderate
29.8,4.0,Poor
16.2,15.6,Good
26.8,10.9,Good
25.3,15.1,Good
19.8,10.9,Good
26.9,10.8,Moderate
24.9,13.8,Good
38.5,3.8,Poor
19.7,10.4,Good
22.9,5.1,Moderate
47.5,4.1,Poor
11.3,10.0,Good
30.4,4.2,Poor
13.1,10.7,Good
22.2,10.9,Good
15.0,13.5,Good
26.0,10.7,Good
29.4,5.4,Moderate
16.5,10.9,Good
32.3,3.4,Poor
37.5,3.2,Hazardous
13.6,10.1,Good
25.3,7.2,Moderate
26.414375678610206,10.0,Moderate
28.3,14.0,Good
37.0,6.2,Hazardous
16.9,5.6,Moderate
28.7,11.1,Good
26.414375678610206,3.9,Poor
34.3,4.2,Poor
16.5,10.8,Good
18.2,11.3,Good
19.4,5.2,Moderate
28.9,5.7,Moderate
41.3,4.2,Hazardous
14.6,15.6,Good
31.0,5.0,Moderate
36.1,10.1,Hazardous
14.0,10.8,Good
32.8,8.8,Moderate
29.1,8.0,Moderate
31.3,5.9,Moderate
16.7,11.9,Good
29.3,7.8,Moderate
15.4,10.4,Good
20.1,10.2,Good
23.9,11.4,Moderate
31.0,3.6,Poor
24.8,11.3,Good
28.3,6.4,Moderate
23.0,5.5,Moderate
26.0,5.7,Moderate
27.3,5.9,Moderate
49.6,4.8,Hazardous
22.6,5.6,Poor
46.2,3.5,Hazardous
22.5,4.4,Poor
24.4,10.5,Good
26.414375678610206,5.7,Poor
26.414375678610206,7.6,Moderate
22.7,11.6,Good
26.414375678610206,10.4,Good
26.414375678610206,5.1,Poor
25.0,6.6,Moderate
26.414375678610206,10.3,Good
36.6,5.4,Hazardous
23.1,12.7,Good
19.1,10.3,Good
23.4,10.4,Good
26.414375678610206,3.4,Poor
22.1,12.7,Good
22.6,10.3,Good
35.6,5.4,Moderate
34.4,5.4,Poor
15.1,15.9,Good
26.0,11.8,Good
25.6,11.6,Good
26.414375678610206,4.7,Poor
34.4,5.7,Hazardous
26.414375678610206,9.8,Moderate
17.3,10.2,Good
46.3,5.9,Hazardous
19.6,10.2,Good
26.414375678610206,10.3,Good
24.9,11.2,Good
22.0,11.7,Good
22.9,10.4,Good
30.0,3.0,Hazardous
21.8,13.7,Good
33.2,3.7,Poor
22.4,13.4,Good
23.1,5.9,Moderate
26.1,6.1,Moderate
32.3,7.6,Moderate
32.0,3.9,Hazardous
20.7,10.3,Good
35.1,5.0,Poor
26.6,12.6,Good
43.2,6.4,Hazardous
26.414375678610206,6.8,Moderate
24.0,11.1,Good
30.5,5.6,Moderate
18.1,12.1,Good
34.9,4.2,Poor
30.5,10.3,Moderate
26.414375678610206,5.6,Moderate
24.3,15.6,Good
28.0,12.1,Good
17.5,11.5,Good
25.3,10.3,Good
24.3,5.6,Moderate
24.6,17.2,Good
35.3,6.6,Poor
36.1,5.1,Moderate
40.9,6.1,Poor
28.0,6.4,Moderate
37.1,5.4,Poor
30.4,4.4,Poor
54.9,3.0,Hazardous
21.8,11.8,Good
27.0,10.5,Good
17.5,6.2,Moderate
23.1,18.8,Good
